,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Scarborough,43.806686299999996,-79.19435340000001,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
1,Scarborough,43.806686299999996,-79.19435340000001,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
2,Scarborough,43.806686299999996,-79.19435340000001,Starbucks,43.70694,-79.396908,Coffee Shop
3,Scarborough,43.806686299999996,-79.19435340000001,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
4,Scarborough,43.806686299999996,-79.19435340000001,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
5,Scarborough,43.806686299999996,-79.19435340000001,Loblaws,43.707412308637686,-79.39490920330728,Supermarket
6,Scarborough,43.806686299999996,-79.19435340000001,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
7,Scarborough,43.806686299999996,-79.19435340000001,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
8,Scarborough,43.806686299999996,-79.19435340000001,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
9,Scarborough,43.806686299999996,-79.19435340000001,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
10,Scarborough,43.806686299999996,-79.19435340000001,Indigo,43.707749793230676,-79.39856484729582,Bookstore
11,Scarborough,43.806686299999996,-79.19435340000001,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
12,Scarborough,43.806686299999996,-79.19435340000001,Jaipur Grille,43.70187552383629,-79.39743590899295,Indian Restaurant
13,Scarborough,43.806686299999996,-79.19435340000001,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
14,Scarborough,43.806686299999996,-79.19435340000001,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
15,Scarborough,43.806686299999996,-79.19435340000001,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
16,Scarborough,43.806686299999996,-79.19435340000001,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
17,Scarborough,43.806686299999996,-79.19435340000001,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
18,Scarborough,43.806686299999996,-79.19435340000001,Boar Sandwiches,43.70115480524192,-79.3967198293826,Sandwich Place
19,Scarborough,43.806686299999996,-79.19435340000001,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
20,Scarborough,43.806686299999996,-79.19435340000001,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
21,Scarborough,43.806686299999996,-79.19435340000001,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
22,Scarborough,43.806686299999996,-79.19435340000001,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
23,Scarborough,43.806686299999996,-79.19435340000001,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
24,Scarborough,43.806686299999996,-79.19435340000001,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
25,Scarborough,43.806686299999996,-79.19435340000001,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
26,Scarborough,43.806686299999996,-79.19435340000001,Copacabana Brazilian Steakhouse,43.707747935646296,-79.39376631335446,Churrascaria
27,Scarborough,43.806686299999996,-79.19435340000001,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
28,Scarborough,43.806686299999996,-79.19435340000001,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
29,Scarborough,43.806686299999996,-79.19435340000001,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
30,Scarborough,43.7845351,-79.16049709999999,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
31,Scarborough,43.7845351,-79.16049709999999,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
32,Scarborough,43.7845351,-79.16049709999999,Starbucks,43.70694,-79.396908,Coffee Shop
33,Scarborough,43.7845351,-79.16049709999999,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
34,Scarborough,43.7845351,-79.16049709999999,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
35,Scarborough,43.7845351,-79.16049709999999,Loblaws,43.707412308637686,-79.39490920330728,Supermarket
36,Scarborough,43.7845351,-79.16049709999999,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
37,Scarborough,43.7845351,-79.16049709999999,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
38,Scarborough,43.7845351,-79.16049709999999,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
39,Scarborough,43.7845351,-79.16049709999999,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
40,Scarborough,43.7845351,-79.16049709999999,Indigo,43.707749793230676,-79.39856484729582,Bookstore
41,Scarborough,43.7845351,-79.16049709999999,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
42,Scarborough,43.7845351,-79.16049709999999,Jaipur Grille,43.70187552383629,-79.39743590899295,Indian Restaurant
43,Scarborough,43.7845351,-79.16049709999999,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
44,Scarborough,43.7845351,-79.16049709999999,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
45,Scarborough,43.7845351,-79.16049709999999,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
46,Scarborough,43.7845351,-79.16049709999999,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
47,Scarborough,43.7845351,-79.16049709999999,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
48,Scarborough,43.7845351,-79.16049709999999,Boar Sandwiches,43.70115480524192,-79.3967198293826,Sandwich Place
49,Scarborough,43.7845351,-79.16049709999999,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
50,Scarborough,43.7845351,-79.16049709999999,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
51,Scarborough,43.7845351,-79.16049709999999,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
52,Scarborough,43.7845351,-79.16049709999999,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
53,Scarborough,43.7845351,-79.16049709999999,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
54,Scarborough,43.7845351,-79.16049709999999,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
55,Scarborough,43.7845351,-79.16049709999999,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
56,Scarborough,43.7845351,-79.16049709999999,Copacabana Brazilian Steakhouse,43.707747935646296,-79.39376631335446,Churrascaria
57,Scarborough,43.7845351,-79.16049709999999,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
58,Scarborough,43.7845351,-79.16049709999999,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
59,Scarborough,43.7845351,-79.16049709999999,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
60,Scarborough,43.7635726,-79.1887115,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
61,Scarborough,43.7635726,-79.1887115,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
62,Scarborough,43.7635726,-79.1887115,Starbucks,43.70694,-79.396908,Coffee Shop
63,Scarborough,43.7635726,-79.1887115,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
64,Scarborough,43.7635726,-79.1887115,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
65,Scarborough,43.7635726,-79.1887115,Loblaws,43.707412308637686,-79.39490920330728,Supermarket
66,Scarborough,43.7635726,-79.1887115,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
67,Scarborough,43.7635726,-79.1887115,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
68,Scarborough,43.7635726,-79.1887115,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
69,Scarborough,43.7635726,-79.1887115,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
70,Scarborough,43.7635726,-79.1887115,Indigo,43.707749793230676,-79.39856484729582,Bookstore
71,Scarborough,43.7635726,-79.1887115,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
72,Scarborough,43.7635726,-79.1887115,Jaipur Grille,43.70187552383629,-79.39743590899295,Indian Restaurant
73,Scarborough,43.7635726,-79.1887115,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
74,Scarborough,43.7635726,-79.1887115,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
75,Scarborough,43.7635726,-79.1887115,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
76,Scarborough,43.7635726,-79.1887115,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
77,Scarborough,43.7635726,-79.1887115,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
78,Scarborough,43.7635726,-79.1887115,Boar Sandwiches,43.70115480524192,-79.3967198293826,Sandwich Place
79,Scarborough,43.7635726,-79.1887115,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
80,Scarborough,43.7635726,-79.1887115,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
81,Scarborough,43.7635726,-79.1887115,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
82,Scarborough,43.7635726,-79.1887115,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
83,Scarborough,43.7635726,-79.1887115,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
84,Scarborough,43.7635726,-79.1887115,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
85,Scarborough,43.7635726,-79.1887115,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
86,Scarborough,43.7635726,-79.1887115,Copacabana Brazilian Steakhouse,43.707747935646296,-79.39376631335446,Churrascaria
87,Scarborough,43.7635726,-79.1887115,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
88,Scarborough,43.7635726,-79.1887115,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
89,Scarborough,43.7635726,-79.1887115,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
90,Scarborough,43.7709921,-79.21691740000001,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
91,Scarborough,43.7709921,-79.21691740000001,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
92,Scarborough,43.7709921,-79.21691740000001,Starbucks,43.70694,-79.396908,Coffee Shop
93,Scarborough,43.7709921,-79.21691740000001,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
94,Scarborough,43.7709921,-79.21691740000001,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
95,Scarborough,43.7709921,-79.21691740000001,Loblaws,43.707412308637686,-79.39490920330728,Supermarket
96,Scarborough,43.7709921,-79.21691740000001,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
97,Scarborough,43.7709921,-79.21691740000001,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
98,Scarborough,43.7709921,-79.21691740000001,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
99,Scarborough,43.7709921,-79.21691740000001,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
100,Scarborough,43.7709921,-79.21691740000001,Indigo,43.707749793230676,-79.39856484729582,Bookstore
101,Scarborough,43.7709921,-79.21691740000001,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
102,Scarborough,43.7709921,-79.21691740000001,Jaipur Grille,43.70187552383629,-79.39743590899295,Indian Restaurant
103,Scarborough,43.7709921,-79.21691740000001,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
104,Scarborough,43.7709921,-79.21691740000001,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
105,Scarborough,43.7709921,-79.21691740000001,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
106,Scarborough,43.7709921,-79.21691740000001,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
107,Scarborough,43.7709921,-79.21691740000001,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
108,Scarborough,43.7709921,-79.21691740000001,Boar Sandwiches,43.70115480524192,-79.3967198293826,Sandwich Place
109,Scarborough,43.7709921,-79.21691740000001,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
110,Scarborough,43.7709921,-79.21691740000001,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
111,Scarborough,43.7709921,-79.21691740000001,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
112,Scarborough,43.7709921,-79.21691740000001,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
113,Scarborough,43.7709921,-79.21691740000001,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
114,Scarborough,43.7709921,-79.21691740000001,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
115,Scarborough,43.7709921,-79.21691740000001,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
116,Scarborough,43.7709921,-79.21691740000001,Copacabana Brazilian Steakhouse,43.707747935646296,-79.39376631335446,Churrascaria
117,Scarborough,43.7709921,-79.21691740000001,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
118,Scarborough,43.7709921,-79.21691740000001,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
119,Scarborough,43.7709921,-79.21691740000001,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
120,Scarborough,43.773136,-79.23947609999999,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
121,Scarborough,43.773136,-79.23947609999999,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
122,Scarborough,43.773136,-79.23947609999999,Starbucks,43.70694,-79.396908,Coffee Shop
123,Scarborough,43.773136,-79.23947609999999,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
124,Scarborough,43.773136,-79.23947609999999,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
125,Scarborough,43.773136,-79.23947609999999,Loblaws,43.707412308637686,-79.39490920330728,Supermarket
126,Scarborough,43.773136,-79.23947609999999,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
127,Scarborough,43.773136,-79.23947609999999,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
128,Scarborough,43.773136,-79.23947609999999,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
129,Scarborough,43.773136,-79.23947609999999,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
130,Scarborough,43.773136,-79.23947609999999,Indigo,43.707749793230676,-79.39856484729582,Bookstore
131,Scarborough,43.773136,-79.23947609999999,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
132,Scarborough,43.773136,-79.23947609999999,Jaipur Grille,43.70187552383629,-79.39743590899295,Indian Restaurant
133,Scarborough,43.773136,-79.23947609999999,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
134,Scarborough,43.773136,-79.23947609999999,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
135,Scarborough,43.773136,-79.23947609999999,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
136,Scarborough,43.773136,-79.23947609999999,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
137,Scarborough,43.773136,-79.23947609999999,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
138,Scarborough,43.773136,-79.23947609999999,Boar Sandwiches,43.70115480524192,-79.3967198293826,Sandwich Place
139,Scarborough,43.773136,-79.23947609999999,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
140,Scarborough,43.773136,-79.23947609999999,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
141,Scarborough,43.773136,-79.23947609999999,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
142,Scarborough,43.773136,-79.23947609999999,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
143,Scarborough,43.773136,-79.23947609999999,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
144,Scarborough,43.773136,-79.23947609999999,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
145,Scarborough,43.773136,-79.23947609999999,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
146,Scarborough,43.773136,-79.23947609999999,Copacabana Brazilian Steakhouse,43.707747935646296,-79.39376631335446,Churrascaria
147,Scarborough,43.773136,-79.23947609999999,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
148,Scarborough,43.773136,-79.23947609999999,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
149,Scarborough,43.773136,-79.23947609999999,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
150,Scarborough,43.7447342,-79.23947609999999,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
151,Scarborough,43.7447342,-79.23947609999999,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
152,Scarborough,43.7447342,-79.23947609999999,Starbucks,43.70694,-79.396908,Coffee Shop
153,Scarborough,43.7447342,-79.23947609999999,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
154,Scarborough,43.7447342,-79.23947609999999,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
155,Scarborough,43.7447342,-79.23947609999999,Loblaws,43.707412308637686,-79.39490920330728,Supermarket
156,Scarborough,43.7447342,-79.23947609999999,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
157,Scarborough,43.7447342,-79.23947609999999,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
158,Scarborough,43.7447342,-79.23947609999999,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
159,Scarborough,43.7447342,-79.23947609999999,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
160,Scarborough,43.7447342,-79.23947609999999,Indigo,43.707749793230676,-79.39856484729582,Bookstore
161,Scarborough,43.7447342,-79.23947609999999,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
162,Scarborough,43.7447342,-79.23947609999999,Jaipur Grille,43.70187552383629,-79.39743590899295,Indian Restaurant
163,Scarborough,43.7447342,-79.23947609999999,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
164,Scarborough,43.7447342,-79.23947609999999,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
165,Scarborough,43.7447342,-79.23947609999999,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
166,Scarborough,43.7447342,-79.23947609999999,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
167,Scarborough,43.7447342,-79.23947609999999,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
168,Scarborough,43.7447342,-79.23947609999999,Boar Sandwiches,43.70115480524192,-79.3967198293826,Sandwich Place
169,Scarborough,43.7447342,-79.23947609999999,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
170,Scarborough,43.7447342,-79.23947609999999,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
171,Scarborough,43.7447342,-79.23947609999999,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
172,Scarborough,43.7447342,-79.23947609999999,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
173,Scarborough,43.7447342,-79.23947609999999,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
174,Scarborough,43.7447342,-79.23947609999999,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
175,Scarborough,43.7447342,-79.23947609999999,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
176,Scarborough,43.7447342,-79.23947609999999,Copacabana Brazilian Steakhouse,43.707747935646296,-79.39376631335446,Churrascaria
177,Scarborough,43.7447342,-79.23947609999999,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
178,Scarborough,43.7447342,-79.23947609999999,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
179,Scarborough,43.7447342,-79.23947609999999,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
180,Scarborough,43.7279292,-79.26202940000002,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
181,Scarborough,43.7279292,-79.26202940000002,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
182,Scarborough,43.7279292,-79.26202940000002,Starbucks,43.70694,-79.396908,Coffee Shop
183,Scarborough,43.7279292,-79.26202940000002,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
184,Scarborough,43.7279292,-79.26202940000002,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
185,Scarborough,43.7279292,-79.26202940000002,Loblaws,43.707412308637686,-79.39490920330728,Supermarket
186,Scarborough,43.7279292,-79.26202940000002,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
187,Scarborough,43.7279292,-79.26202940000002,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
188,Scarborough,43.7279292,-79.26202940000002,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
189,Scarborough,43.7279292,-79.26202940000002,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
190,Scarborough,43.7279292,-79.26202940000002,Indigo,43.707749793230676,-79.39856484729582,Bookstore
191,Scarborough,43.7279292,-79.26202940000002,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
192,Scarborough,43.7279292,-79.26202940000002,Jaipur Grille,43.70187552383629,-79.39743590899295,Indian Restaurant
193,Scarborough,43.7279292,-79.26202940000002,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
194,Scarborough,43.7279292,-79.26202940000002,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
195,Scarborough,43.7279292,-79.26202940000002,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
196,Scarborough,43.7279292,-79.26202940000002,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
197,Scarborough,43.7279292,-79.26202940000002,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
198,Scarborough,43.7279292,-79.26202940000002,Boar Sandwiches,43.70115480524192,-79.3967198293826,Sandwich Place
199,Scarborough,43.7279292,-79.26202940000002,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
200,Scarborough,43.7279292,-79.26202940000002,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
201,Scarborough,43.7279292,-79.26202940000002,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
202,Scarborough,43.7279292,-79.26202940000002,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
203,Scarborough,43.7279292,-79.26202940000002,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
204,Scarborough,43.7279292,-79.26202940000002,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
205,Scarborough,43.7279292,-79.26202940000002,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
206,Scarborough,43.7279292,-79.26202940000002,Copacabana Brazilian Steakhouse,43.707747935646296,-79.39376631335446,Churrascaria
207,Scarborough,43.7279292,-79.26202940000002,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
208,Scarborough,43.7279292,-79.26202940000002,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
209,Scarborough,43.7279292,-79.26202940000002,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
210,Scarborough,43.711111700000004,-79.2845772,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
211,Scarborough,43.711111700000004,-79.2845772,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
212,Scarborough,43.711111700000004,-79.2845772,Starbucks,43.70694,-79.396908,Coffee Shop
213,Scarborough,43.711111700000004,-79.2845772,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
214,Scarborough,43.711111700000004,-79.2845772,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
215,Scarborough,43.711111700000004,-79.2845772,Loblaws,43.707412308637686,-79.39490920330728,Supermarket
216,Scarborough,43.711111700000004,-79.2845772,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
217,Scarborough,43.711111700000004,-79.2845772,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
218,Scarborough,43.711111700000004,-79.2845772,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
219,Scarborough,43.711111700000004,-79.2845772,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
220,Scarborough,43.711111700000004,-79.2845772,Indigo,43.707749793230676,-79.39856484729582,Bookstore
221,Scarborough,43.711111700000004,-79.2845772,BMV Books,43.7074500015253,-79.39845675970373,Bookstore
222,Scarborough,43.711111700000004,-79.2845772,Jaipur Grille,43.70187552383629,-79.39743590899295,Indian Restaurant
223,Scarborough,43.711111700000004,-79.2845772,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
224,Scarborough,43.711111700000004,-79.2845772,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
225,Scarborough,43.711111700000004,-79.2845772,Starbucks,43.70551006547513,-79.39803158153217,Coffee Shop
226,Scarborough,43.711111700000004,-79.2845772,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
227,Scarborough,43.711111700000004,-79.2845772,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
228,Scarborough,43.711111700000004,-79.2845772,Boar Sandwiches,43.70115480524192,-79.3967198293826,Sandwich Place
229,Scarborough,43.711111700000004,-79.2845772,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
230,Scarborough,43.711111700000004,-79.2845772,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
231,Scarborough,43.711111700000004,-79.2845772,Rolltation,43.707516562779155,-79.39845605240227,Japanese Restaurant
232,Scarborough,43.711111700000004,-79.2845772,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
233,Scarborough,43.711111700000004,-79.2845772,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
234,Scarborough,43.711111700000004,-79.2845772,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
235,Scarborough,43.711111700000004,-79.2845772,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
236,Scarborough,43.711111700000004,-79.2845772,Copacabana Brazilian Steakhouse,43.707747935646296,-79.39376631335446,Churrascaria
237,Scarborough,43.711111700000004,-79.2845772,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
238,Scarborough,43.711111700000004,-79.2845772,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
239,Scarborough,43.711111700000004,-79.2845772,Star King,43.70851901243233,-79.39876370631299,Vietnamese Restaurant
240,Scarborough,43.716316,-79.23947609999999,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
241,Scarborough,43.716316,-79.23947609999999,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
242,Scarborough,43.716316,-79.23947609999999,Starbucks,43.70694,-79.396908,Coffee Shop
243,Scarborough,43.716316,-79.23947609999999,Yonge Eglinton Square,43.70686372150796,-79.39875096488025,Plaza
244,Scarborough,43.716316,-79.23947609999999,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
